Tahun,Kabupaten/Kota,"Kode Wilayah","Luas Panen (Ha)","Produksi Gabah (Ton)","Produksi Beras (Ton)","Produktivitas (Ku/Ha)","Sumber Data","Tipe Sumber",Skenario,Validated,"Validation Notes",Keterangan,"Dibuat Pada","Diupdate Pada"
2019,Blitar,3505,"36,193.94","224,027.19","128,691.42",61.90,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Bojonegoro,3522,"128,863.83","692,073.16","397,558.44",53.71,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Bondowoso,3511,"53,458.86","251,371.94","144,399.52",47.02,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Gresik,3525,"61,643.05","367,717.66","211,233.83",59.65,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Jember,3509,"123,591.19","616,858.41","354,351.63",49.91,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Jombang,3517,"56,138.02","344,236.34","197,745.07",61.32,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Kediri,3506,"39,448.75","222,837.82","128,008.21",56.49,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,"Kota Batu",3579,791.96,"5,031.10","2,890.09",63.53,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,"Kota Blitar",3572,911.72,"6,084.58","3,495.26",66.74,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,"Kota Kediri",3571,"1,396.04","7,032.99","4,040.08",50.38,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,"Kota Madiun",3577,"1,302.28","8,259.39","4,744.56",63.42,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,"Kota Malang",3573,"2,019.48","13,909.70","7,990.37",68.88,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,"Kota Mojokerto",3576,700.93,"3,565.88","2,048.41",50.87,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,"Kota Pasuruan",3575,"2,055.26","10,804.71","6,206.74",52.57,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,"Kota Probolinggo",3574,"1,402.28","7,165.20","4,116.02",51.10,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,"Kota Surabaya",3578,"1,724.45","9,596.78","5,512.82",55.65,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Lamongan,3524,"140,463.58","839,724.43","482,376.06",59.78,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Lumajang,3508,"53,466.40","283,894.22","163,081.81",53.10,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Madiun,3519,"68,014.65","419,292.44","240,860.75",61.65,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Magetan,3520,"42,231.51","260,671.35","149,741.51",61.72,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Malang,3507,"48,397.75","281,072.26","161,460.74",58.08,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Mojokerto,3516,"54,993.37","339,755.88","195,171.28",61.78,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Nganjuk,3518,"65,066.04","399,845.68","229,689.62",61.45,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Ngawi,3521,"122,500.97","777,190.36","446,453.64",63.44,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Pacitan,3501,"20,504.49","91,941.66","52,815.50",44.84,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Pamekasan,3528,"20,169.17","91,313.32","52,454.55",45.27,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Pasuruan,3514,"53,788.66","269,463.05","154,791.90",50.10,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Ponorogo,3502,"58,080.19","322,205.50","185,089.55",55.48,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Probolinggo,3513,"39,464.38","193,774.50","111,312.93",49.10,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Sampang,3527,"33,052.04","156,219.52","89,739.63",47.26,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Sidoarjo,3515,"34,287.25","234,788.11","134,873.02",68.48,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Situbondo,3512,"30,225.88","167,665.54","96,314.72",55.47,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Sumenep,3529,"38,411.97","186,090.84","106,899.08",48.45,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2019,Trenggalek,3503,"20,474.89","112,213.57","64,460.60",54.81,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2019,Tuban,3523,"91,199.72","519,934.36","298,674.03",57.01,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2019,Tulungagung,3504,"34,584.26","196,430.58","112,838.68",56.80,"KSA BPS 2019",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:18","2026-08-07 17:21:18"
2018,Bangkalan,3526,"40,957.48","243,711.73","139,999.12",59.50,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Banyuwangi,3510,"84,360.77","514,528.78","295,568.84",60.99,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Blitar,3505,"37,101.96","224,178.63","128,778.44",60.42,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Bojonegoro,3522,"134,770.38","752,513.40","432,278.06",55.84,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Bondowoso,3511,"49,799.08","253,835.28","145,814.57",50.97,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Gresik,3525,"57,721.64","351,702.39","202,033.94",60.93,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Jember,3509,"125,135.86","688,809.35","395,683.55",55.04,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Jombang,3517,"63,300.84","393,773.29","226,201.37",62.21,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Kediri,3506,"37,008.78","219,834.83","126,283.16",59.40,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,"Kota Batu",3579,871.17,"5,869.53","3,371.73",67.38,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,"Kota Blitar",3572,759.75,"4,871.29","2,798.28",64.12,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,"Kota Kediri",3571,"1,581.85","10,205.56","5,862.53",64.52,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,"Kota Madiun",3577,"1,362.01","8,485.37","4,874.40",62.30,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,"Kota Malang",3573,"1,857.02","11,850.09","6,807.24",63.81,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,"Kota Mojokerto",3576,730.32,"4,182.15","2,402.42",57.26,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,"Kota Pasuruan",3575,"1,819.04","11,846.57","6,805.21",65.13,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,"Kota Probolinggo",3574,"1,165.41","5,747.01","3,301.34",49.31,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,"Kota Surabaya",3578,"2,687.21","14,474.53","8,314.85",53.86,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Lamongan,3524,"144,781.98","896,652.91","515,078.37",61.93,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Lumajang,3508,"56,617.20","310,736.82","178,501.45",54.88,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Madiun,3519,"69,132.72","404,953.10","232,623.53",58.58,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Magetan,3520,"45,514.31","289,458.37","166,278.10",63.60,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Malang,3507,"50,374.07","288,019.90","165,451.80",57.18,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Mojokerto,3516,"52,445.83","317,873.85","182,601.27",60.61,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Nganjuk,3518,"65,539.42","395,385.12","227,127.26",60.33,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Ngawi,3521,"121,760.76","746,762.60","428,974.56",61.33,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Pacitan,3501,"19,311.99","89,684.44","51,518.85",46.44,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Pamekasan,3528,"21,977.78","114,179.46","65,589.88",51.95,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Pasuruan,3514,"52,562.40","302,466.49","173,750.57",57.54,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Ponorogo,3502,"63,443.60","377,263.18","216,717.19",59.46,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Probolinggo,3513,"38,415.47","176,575.62","101,433.10",45.96,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Sampang,3527,"37,723.93","189,040.08","108,593.25",50.11,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Sidoarjo,3515,"37,276.74","248,200.92","142,577.94",66.58,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Situbondo,3512,"31,622.51","175,555.17","100,846.91",55.52,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Sumenep,3529,"46,193.41","258,284.99","148,370.66",55.91,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Trenggalek,3503,"22,732.51","120,574.63","69,263.56",53.04,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Tuban,3523,"95,854.59","564,241.12","324,125.86",58.86,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
2018,Tulungagung,3504,"34,919.88","216,884.62","124,588.43",62.11,"KSA BPS 2018",manual,baseline,Valid,-,"Sumber: Survei KSA BPS, Angka Tetap","2026-08-07 17:21:17","2026-08-07 17:21:17"
